Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
"/gen_204?atyp=i&ei=sXHWaZ6NN82r4-EPwtmlwAE&ct=slh&v=t1&im=M&m=VH&aqid=snHWadN53auaww_AheLBDg&pv=0.2330708182516238&me=1:1775661491549,V,0,0,1280,648:0,B,2410:0,N,1,sXHWaZ6NN82r4-EPwtmlwAE:0,R,1,9,90,36,92,34:0,R,1,CAwQAA,0,82,1280,54:0,R,1,CAwQAQ,90,88,861,48:0,R,1,CAwQAg,94,88,606,48:0,R,1,CAwQAw,78,88,72,48:0,R,1,CA0QAA,150,88,86,48:0,R,1,CA0QAQ,150,88,86,48:0,R,1,CA4QAA,235,88,46,48:0,R,1,CA4QAQ,235,88,46,48:0,R,1,CA8QAA,281,88,63,48:0,R,1,CA8QAQ,281,88,63,48:0,R,1,CBAQAA,344,88,62,48:0,R,1,CBAQAQ,344,88,62,48:0,R,1,CBEQAA,406,88,95,48:0,R,1,CBEQAQ,406,88,95,48:0,R,1,CBIQAA,500,88,54,48:0,R,1,CBIQAQ,500,88,54,48:0,R,1,CAkQBQ,90,166,652,1703:0,R,1,CBcQAA,90,166,652,525:0,R,1,CBkQAA,90,166,652,118:0,R,1,CAQQBA,818,160,372,2144:0,R,1,CCEQAA,818,166,372,1663:0,R,1,CDwQAA,819,167,371,172:0,R,1,CDYQAA,819,167,371,160:0,R,1,CDYQAQ,819,167,371,160:0,R,1,CDEQAA,819,167,371,160:0,R,1,CDEQAQ,819,167,371,160:0,R,1,CDEQAg,819,167,187,160:0,R,1,CDEQDw,1006,168,184,159:0,R,1,CCMQAA,819,339,371,97:0,R,1,CCIQAQ,819,436,371,1352:0,R,1,CCUQAA,819,436,371,1352:0,R,1,CEgQAA,819,436,371,153:0,R,1,CD0QAA,819,436,371,153:0,R,1,CC8QAA,827,444,355,144:0,R,1,CC8QCQ,827,498,113,36:0,R,1,CC8QDA,945,498,123,36:0,R,1,CEYQAA,819,588,371,299:0,R,1,CDsQAA,819,588,371,25:0,R,1,CDMQAA,819,621,371,76:930,x:667,G,1,CBkQAA,328,56,1:0,c,418,222:0,G,1,CBkQAA,328,56:0,G,1,CBcQAA,328,56:0,G,1,CAkQBQ,328,56:28,e,C&zx=1775661493176&opi=89978449-913",100,203,157,426,462,745,95,822,61.000%,.67394,0.71,1.26
/-914,100,3650,2573,7369,10046,17938,908,18801,100.000%,.65382,117.07,0.31
"/xjs/_/js/k=xjs.s.bn.bFcNBaPkbz4.2019.O/ck=xjs.s._w__bMF_k2A.L.F4.O/am=AAACAAAIAgAAAAAAAAAAAIAAAIQAAAAAAAAAAAAACAAAAIAEAAEAAAEAAAAAAAAIAAAAAAAAAAAAAACAAAAAgCAAAgBQAgACEIAAAAAAIAAAAAAAAACg0AcQALwBAAABAADwAGAAQgQAAAAAAAAAIBAgAAAAQAMAAAAAAAAIAIAAACBAAAAABAAAAAADAAMAAAFEggAAAFAAAAAgAAAAAAIAAAAAAAAAAACQRAAAAEICCQAA_m3fgAcAAgAAAAAAAAAAAQAAAAAAAQCAAUkaAAAAAAAAAGHAAgAAAITCAAAgACAIgAAAAAAAABAgAQIACBgAAgAAEAAAAAAAAAAAAAEAggACASAAKAABAQAAAuAAAAAAAAAAAAAIAAAAAAAAAAEEABAQgBBAAAAAAAAgAAAUIAAAAEAOAAAAAAAAAiIAAAAAwDAADABAogAAIQAEBAHAAAAglAEAABQESOAHAEAAAAAAAAAAnAAAAEAIBAAAABAA30cYAQBAAAAAAADkAPB4AIcIDgAAAAAAAAAAAAAAAAAAAAAAAAABWADjQPIDAiAAAAAAAAAAAAAAAAAAAAAAAAAAAABAiqAJAAAAAADAlgCA/d=0/dg=0/br=1/ujg=1/rs=ACT90oH1uP0pt8RDP5yjNvIkeQcZszGPlQ/cb=loaded_h_0/m=sy93,byfTOb,lsjVmc,LEikZe,sy91,kWgXee,ovKuLd,sgY6Zb,qafBPd,ebZ3mb,dowIGb,sy6cq,sy3c5,DpX64d,uKlGbf,sy6cr,EufiNb,sy64z,syu1,sytu,sytk,sytp,syuo,XCToU,sy1kd,gHhSjd,sy1kn,uUzMF,kN1Sic,sy1kq,Zby8rf,EgWzsb,sy303,YHnUBc,sy3g6,w4UyN,syvb,sytb,syrs,Mbif2,ipWLfe,syve,QVaUhf,sy1nv,sy1nu,sy1nt,sy1nr,sy1ns,SJpD2c,eAR4Hf,wWQ0Lc,sy6d9,nN2e1e,kQvlef,btdpvd,sy35o,WlNQGd,sy1sn,syxw,sy1tj,Tia57b,KpRAue,X8jtef,sy6da,OXpAmf,sy5uv,sy34f,sy117,syx0,sywq,sy11d,sy11b,sy11f,sy5uu,nRwWne,sy5o8,znhYCe,sy4aa,sy4a3,sy49x,sy49w,sy49v,UHgVpe,sy1sr,sy1sy,sy1t2,sy1tl,NyeqM,sy8uw,sy8uu,sy8ut,sy78n,syxc,syxh,O63OXd,syj6,aLUfP,wQlYve,sy3g7,sy2ma,syyr,syys,syyn,syyt,syym,syyu,syyc,syyb,syya,syyd,syyv,syyw,syy5,eZ9XOd,syte,sytd,sytf,L1AAkb,sy14f,sy14g,YjTCDb,sy14d,sy14e,q00IXe,syj1,sy143,BYwJlf,syxu,syxv,rtH1bd,PGyklf,sy14l,syxz,sy14k,sy14j,sy14h,sy146,sy14o,Fh0l0,sy1k5,sy1k6,pzkXnb,sy16e,sy142,FRLJrd,sy1k8,sy1k9,eBYPP,sy6bw,HYSCof,sy6dm,sHZ92c,sy9v0,sy76p,sy1st,KSk4yc,sy64y,IlbVv,sy12n,sy128,sy12e,sy12l,sy12c,sy11w,sy11x,syhc,syhe,syhd,syh6,syhb,syh1,sy120,sy3sh,sy1mc,sy12f,sy12h,sy12k,sy12m,sy12d,sy12g,sy11z,A7ULAd,sy3tk,E9M6Uc,sy4xr,sy44q,sy3sb,cNgdQc,sy3t5,sy3rz,sy3t3,sy9rb,sy8an,sy835,sy821,sy80m,sy80j,sy7zf,sy7yn,sy7kr-915",100,1157,733,2682,3331,5122,84,6585,78.000%,.65667,54.11,1.49
/log?hasfast=true&authuser=0&format=json-918,100,307,100,781,952,1447,58,5494,37.000%,.65601,0.76,1.23
"/gen_204?atyp=i&ei=sXHWaZ6NN82r4-EPwtmlwAE&ct=fa&vt=paq:[0,0,null,null,0,null,null,[1,null,null,%22snHWadN53auaww_AheLBDg%22,1775661494366,1775661493146],0,0]&pvt=2817&s=0&pv=14922&authuser=0&zx=1775661494367&opi=89978449-917",100,278,157,478,561,1314,97,4621,61.000%,.65587,0.69,0.45
"/gen_204?atyp=i&ei=sXHWaZ6NN82r4-EPwtmlwAE&ct=slh&v=t1&im=M&aqid=snHWadN53auaww_AheLBDg&pv=0.2330708182516238&me=51:1775661494364,e,H&zx=1775661494364&opi=89978449-916",100,240,154,449,540,1326,96,2596,61.000%,.65481,0.69,0.42
/card_image/None/Honor_500_Pro_-_Card_Image.webp-922,100,1095,623,2247,3513,8296,69,11666,97.000%,.65377,60.29,0.34
/card_image/3151/Sony_Bravia_KD-55X75K_55_4K_Google_TV.webp-919,100,398,314,784,1021,1122,31,2110,80.000%,.65389,53.07,0.35
/card_image/None/Honor_500_-_Card_Image.webp-923,100,681,379,1193,1483,2470,32,17097,83.000%,.65295,67.52,0.34
/card_image/3149/Sony_Bravia_KD-43X75K_43_4K_Google_TV_rGYxsWx.webp-921,100,665,547,1499,1640,2247,29,4453,86.000%,.65070,96.95,0.35
/card_image/None/Honor_X9d_-_Card_Image.webp-924,100,696,494,1283,1915,2026,38,8071,84.000%,.64990,77.85,0.34
/card_image/None/HIKVISION_DS-D5022F2-2P2CBD_21.5_FHD_100Hz_Monitor.webp-920,100,833,549,1702,2562,2802,34,4939,87.000%,.64878,91.65,0.36
/card_image/None/PK-825P_-_Card.webp-926,100,358,257,753,955,1138,18,2116,72.000%,.64714,28.95,0.33
/card_image/3145/Dell_15_Core_3_8GB_RAM_512GB_SSD_15.6_120Hz_Laptop.webp-925,100,751,614,1446,1880,2164,36,5367,84.000%,.64600,88.70,0.35
/card_image/None/Asus_VivoBook_14_X1404VA_Core_5_8GB_RAM_256GB_SSD_14_Laptop.webp-929,100,635,547,1375,1626,2176,35,2729,80.000%,.64549,61.96,0.36
/card_image/None/DST-80C_-_Card.webp-927,100,595,408,1260,1633,2462,25,4431,77.000%,.64323,41.41,0.33
/card_image/None/Razer_Barracuda_X_Multi-Platform_Wireless_Gaming_Headset_-_Black.webp-930,100,421,263,805,1120,2142,21,2387,69.000%,.64284,33.16,0.36
/card_image/3142/Lenovo_LOQ_15IRX10_Core_i7_13th_Gen_RTX_5050_15.6_144Hz_Gaming_Laptop.webp-928,100,991,698,1933,2683,4328,46,5726,91.000%,.64168,94.01,0.36
/cdn-cgi/rum?-931,100,272,113,446,934,2234,55,3939,43.000%,.64089,0.44,0.71
/fa6-solid.json-936,100,811,393,1607,2041,7477,35,7987,75.000%,.64083,0.96,0.28
/mage.json-934,100,225,106,530,763,1147,13,2946,32.000%,.64192,1.02,0.28
/mdi.json-937,100,225,108,570,773,1674,18,1710,34.000%,.64216,0.98,0.30
/fa7-solid.json-935,100,176,96,464,612,990,14,1907,27.000%,.64249,0.83,0.28
/dashicons.json-933,100,180,94,379,626,1581,17,1676,26.000%,.64279,0.72,0.28
/api/all-events-938,100,1620,1018,3387,5472,7759,445,11943,100.000%,.64116,0.36,0.32
/category_cover/None/HP_Laptop.webp-940,100,463,365,1009,1117,1990,19,2493,80.000%,.64275,29.25,0.33
/category_cover/None/Feature_Phones.webp-941,100,289,236,563,613,1073,14,1186,67.000%,.64250,16.47,0.33
/category_cover/20/OnePlus_11_Pro.webp-944,100,320,224,595,710,2075,25,2389,68.000%,.64240,17.74,0.33
/category_cover/None/wired_powerbank.webp-942,100,446,256,700,1095,4089,22,4126,78.000%,.64223,21.53,0.33
/category_cover/None/iPad_Air_5_64GB_WiFi_Starlight.webp-943,100,719,549,1438,1724,2358,20,5453,88.000%,.64182,55.94,0.34
/api/all-events-939,100,832,276,1518,3737,6498,171,13904,100.000%,.64114,1.06,0.32
/event/cover/kudos_slider.webp-945,100,2929,2575,6208,7455,8416,108,11315,96.000%,.64012,248.85,0.32
/g/collect?v=2&tid=G-WXY6NB5V36&gtm=45je6461v9164418146za200zd9164418146&_p=1775661495418&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AAAAAAQ&cid=1586363381.1775661142&frm=0&lps=1&pscdl=noapi&sr=1536x864&ul=en-us&_s=1&tag_exp=0~115616986~115938466~115938469~116991816~117266401&sid=1775661141&sct=1&seg=1&dl=https%3A%2F%2Fwww.sumashtech.com%2F&dr=https%3A%2F%2Fwww.google.com%2F&dt=Sumash%20Tech%3A%20Authentic%20Mobile%2C%20Laptop%20%26%20Gadget%20Shop%20in%20BD&en=page_view&_ee=1&ep.pageview=false&tfd=6096-946,100,1403,551,2897,5868,11602,187,12944,100.000%,.63894,0.55,0.63
/cdn-cgi/rum?-947,100,380,98,372,906,4180,55,14106,35.000%,.63915,0.44,0.60
/g/collect?v=2&tid=G-WXY6NB5V36&gtm=45je6461v9164418146za200zd9164418146&_p=1775661495418&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AEAAAAQ&ae=a&cid=1586363381.1775661142&frm=0&lps=1&pscdl=noapi&sr=1536x864&ul=en-us&tag_exp=0~115616986~115938466~115938469~116991816~117266401&dl=https%3A%2F%2Fwww.sumashtech.com%2Foffer%2Fkudos-duo-deal&dr=https%3A%2F%2Fwww.sumashtech.com%2F&sid=1775661141&sct=1&seg=1&dt=Sumash%20Tech%3A%20Authentic%20Mobile%2C%20Laptop%20%26%20Gadget%20Shop%20in%20BD&_s=2&tfd=11147-949,100,145,78,363,443,784,55,791,18.000%,.63910,0.52,0.70
/api/filter-category-948,100,842,641,1694,2186,2524,243,4052,100.000%,.63827,2.49,0.32
/card_image/1745/macbook_pro_16_m3_pro_space_black_1.webp-950,100,510,416,889,1271,2345,19,4495,81.000%,.63986,25.44,0.34
/card_image/1742/MBP_14_Space_Black.webp-951,100,762,692,1591,2006,2642,30,2708,88.000%,.63950,49.51,0.33
/card_image/1743/macbook_pro_16_m3_pro_space_black_1.webp-953,100,459,389,881,1154,1577,35,2198,81.000%,.63946,25.42,0.34
/card_image/1744/MBP_14_Space_Black.webp-952,100,732,604,1461,1645,2578,54,2635,88.000%,.63945,49.49,0.33
/card_image/None/MBP14_Card_Image.webp-954,100,790,632,1461,1879,4504,29,5217,87.000%,.63945,53.72,0.33
/card_image/None/imac_m4.webp-955,100,1658,1506,3602,4469,5559,97,6612,98.000%,.63890,133.12,0.32
/card_image/None/MacBook_Air_15_2023_M2_copy.webp-961,100,355,293,717,917,1623,19,1801,78.000%,.63917,19.85,0.34
/card_image/None/MacBook_Air_M3_Starlight_-_Card.webp-960,100,606,548,1195,1487,2126,37,4091,85.000%,.63910,42.39,0.34
/_ipx/w_110&q_100/images/warrenty_badge.webp-956,100,545,220,973,1539,5262,61,6903,62.000%,.63601,2.93,0.31
/card_image/49/MacBook_Air_13.6_inch_2022_M2_card.webp-962,100,323,263,755,970,1063,23,1126,74.000%,.63615,18.13,0.34
/card_image/None/Mac_Mini_M4_d7cH5qD.webp-957,100,2273,2244,4271,6046,7741,71,7842,98.000%,.63478,191.99,0.33
/card_image/None/Mac_Mini_M4.webp-958,100,2381,2252,4357,5513,8769,73,9356,99.000%,.63478,191.99,0.32
/card_image/1327/Post_Template_68.webp-959,100,1551,1468,3074,4060,5097,115,7701,99.000%,.63493,125.42,0.33
/cdn-cgi/rum?-963,100,321,114,496,771,5261,52,5314,43.000%,.63509,0.44,0.59
/api/product/macbook-pro-16-m4-max-2024-964,100,262,182,603,652,829,145,1558,95.000%,.63523,0.36,0.33
/tr/-965,100,744,516,1711,1779,3082,153,3344,100.000%,.63551,0.29,0.63
/api/product/macbook-pro-16-m4-max-2024-966,100,765,425,1366,1422,4303,214,8105,100.000%,.63527,2.39,0.29
/solar.json-967,100,176,112,437,575,960,18,1420,25.000%,.63624,0.72,0.28
/card_image/None/Magic_Trackpad_2_-_Card.webp-972,100,326,198,601,889,1380,20,5550,64.000%,.63671,14.11,0.33
/color/1745/macbook_pro_16_m3_pro_silver.webp-971,100,372,302,687,848,2006,25,2222,75.000%,.63663,24.88,0.33
/color/1745/macbook_pro_16_m3_pro_space_black_1.webp-970,100,387,296,728,913,1878,35,2237,76.000%,.63659,25.30,0.34
/_ipx/q_100/images/warrenty_badge.webp-968,99,826,314,1667,2547,4402,77,20208,80.808%,.62671,8.21,0.32
/_nuxt/_slug_.BtF5xCss.css-974,99,343,149,764,1298,1786,61,2996,49.495%,.62611,0.60,0.28
/_nuxt/BWgF5A2_.js-973,99,297,156,597,1016,1814,59,1823,52.525%,.62490,1.76,0.26
/_nuxt/product-compare.e2SNYB_L.css-975,99,388,177,778,1129,3193,58,4173,55.556%,.62216,0.97,0.28
/_nuxt/qrhvSLzT.js-976,99,721,396,1282,1993,2777,207,8882,100.000%,.62116,1.99,0.26
/_nuxt/fa-light-300.CAQgLJUF.woff2-969,99,8365,2371,13314,19800,126190,258,170717,100.000%,.46497,196.34,0.20
/tr/-977,99,167,81,370,405,1543,47,2592,20.202%,.46547,0.21,0.50
/g/collect?v=2&tid=G-WXY6NB5V36&gtm=45je6461v9164418146za200zd9164418146&_p=1775661495418&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AEAAAAQ&ae=a&cid=1586363381.1775661142&frm=0&lps=1&pscdl=noapi&sr=1536x864&ul=en-us&tag_exp=0~115616986~115938466~115938469~116991816~117266401&dl=https%3A%2F%2Fwww.sumashtech.com%2Fcategory%2Fmac&dr=https%3A%2F%2Fwww.sumashtech.com%2Foffer%2Fkudos-duo-deal&sid=1775661141&sct=1&seg=1&dt=Sumash%20Tech%3A%20Authentic%20Mobile%2C%20Laptop%20%26%20Gadget%20Shop%20in%20BD&_s=3&tfd=17217-978,99,162,86,391,539,658,57,799,23.232%,.46525,0.38,0.58
/g/collect?v=2&tid=G-WXY6NB5V36&gtm=45je6461v9164418146za200zd9164418146&_p=1775661495418&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AAAAAAQ&cid=1586363381.1775661142&frm=0&lps=1&pscdl=noapi&sr=1536x864&ul=en-us&_s=4&tag_exp=0~115616986~115938466~115938469~116991816~117266401&sid=1775661141&sct=1&seg=1&dl=https%3A%2F%2Fwww.sumashtech.com%2Fproduct%2Fmacbook-pro-16-m4-max-2024&dr=https%3A%2F%2Fwww.sumashtech.com%2Fcategory%2Fmac&dt=MacBook%20Pro%2016%22%20M4%20Max%20(2024)%20Price%20In%20Bangladesh&en=user_engagement&ep.pageview=false&_et=2566&tfd=17852-980,99,117,73,347,366,447,55,944,14.141%,.46525,0.38,0.50
/cdn-cgi/rum?-979,99,177,80,363,552,1222,55,1393,30.303%,.46505,0.32,0.62
TOTAL,8690,770,307,1580,2647,6903,13,170717,72.325%,38.35578,1978.23,30.50
/log?format=json&hasfast=true-514,98,1180,513,2030,3150,11580,164,11625,100.000%,.94575,1.14,1.21
"/xjs/_/js/k=xjs.s.bn.bFcNBaPkbz4.2019.O/ck=xjs.s._w__bMF_k2A.L.F4.O/am=AAACAAAIAgAAAAAAAAAAAIAAAIQAAAAAAAAAAAAACAAAAIAEAAEAAAEAAAAAAAAIAAAAAAAAAAAAAACAAAAAgCAAAgBQAgACEIAAAAAAIAAAAAAAAACg0AcQAKABAAAAAADwAGAAQgQAAAAAAAAAIBAgAAAAQAIAAAAAAAAIAAAAACBAAAAABAAAAAADAAEAAAFEggAAAFAAAAAgAAAAAAIAAAAAAAAAAAAQRAAAAEACCQAA_m3fgAcAAgAAAAAAAAAAAQAAAAAAAQCAAUkaAAAAAAAAAGHAAgAAAITCAAAgACAIgAAAAAAAABAgAQIACBgAAgAAEAAAAAAAAAAAAAEAggACASAAKAABAQAAAuAAAAAAAAAAAAAIAAAAAAAAAAEEABAQgBBAAAAAAAAgAAAUIAAAAEAOAAAAAAAAAiIAAAAAADCCDABAogAAIgAEBADAAAAglAEAABQESOAHAEAAAAAAAAAAnAAAAEAIBAAAABAAX0QYAQBAAAAAAADkAPB4AIcICgAAAAAAAAAAAAAAAAAAAAAAAAABWADjQPIDAiAAAAAAAAAAAAAAAAAAAAAAAAAAAABAiqAJAAAAAADAlgCA/d=0/dg=0/br=1/ujg=1/rs=ACT90oG-Jzcm7wsfM4cseHHwHSOWUOcFvg/cb=loaded_h_0/m=sy8pk,syyk,sy8pl,sy76y,syxy,EkevXb,sy1q0,sy1q5,sy1q6,sy1q8,sy1q9,sy1q4,sy1pz,sy1ph,syhd,sy1pg,sy1pn,sy738,sy11w,sy11x,sy1mc,sy8za,sy3sw,sy3sx,sy3sq,sy18a,sy17t,sy3sr,sy3sk,sy2nc,sys2,sy3sl,sy17h,sy17e,sy17d,sy15p,sy17f,sy172,sy173,sy171,sy16u,sy16v,sy16t,sy16s,sy17i,sy17j,sy16z,sy170,sy16r,sy16w,sy36s,sy36t,sy1qc,sy1ql,sy1qd,sy1p9,sy1qk,sy1qj,sy1qi,sy1qh,Iw9Xo,L8KGxe,sy1o0,sy1nz,zGLm3b,sy8so,sy6ze,O9SqHb,sy4qw,NEW1Qc-516",97,997,638,1982,3074,5039,191,11090,100.000%,.87670,11.44,1.31
/verify/ACNhmN7ZFIbG6BGCHtXHcLjNWk0pmn4jLWUpqg-uc4ZVT_ZPThAdpURYfZaFFQ2jb-xinx0libCWqO7KMY6gLd6S3dPrqcpXGx-EqojY5uzMoJRull6k3Aww0rXwFHR43DaEFv4-515,97,321,116,385,469,4708,93,10877,20.619%,.80023,0.65,0.45
/complete/s-517,97,502,375,805,881,1591,208,2704,100.000%,.79642,13.40,0.45
/complete/s-518,97,214,150,436,578,889,119,1283,46.392%,.79728,1.37,1.00
/pagead/1p-conversion/16521530460/-519,97,184,124,391,430,1269,93,1630,19.588%,.79721,0.42,0.42
/gen_204-520,97,184,149,385,468,710,94,715,46.392%,.79690,0.84,0.44
/client_204-521,97,157,123,232,403,553,96,668,19.588%,.79691,1.05,0.41
"/gen_204?s=web&t=aft&atyp=csi&ei=_WrWaemHN4mgnesP7L7j4Q4&rt=wsrt.1,hst.56,sct.79,frts.81,prt.135,frvt.161,afti.161,afts.81,aft.161&imn=8&dtc=505&stc=130&ima=1&imad=0&imac=0&wh=648&wih=648&dch=648&bb=1&nt=back_forward&ts=0&nhp=http/1.1&ant=traverse&opi=89978449-522",97,214,152,422,444,707,94,2206,53.608%,.79301,0.83,0.56
"/xjs/_/js/k=xjs.s.bn.bFcNBaPkbz4.2019.O/ck=xjs.s._w__bMF_k2A.L.F4.O/am=AAACAAAIAgAAAAAAAAAAAIAAAIQAAAAAAAAAAAAACAAAAIAEAAEAAAEAAAAAAAAIAAAAAAAAAAAAAACAAAAAgCAAAgBQAgACEIAAAAAAIAAAAAAAAACg0AcQAKABAAAAAADwAGAAQgQAAAAAAAAAIBAgAAAAQAIAAAAAAAAIAAAAACBAAAAABAAAAAADAAEAAAFEggAAAFAAAAAgAAAAAAIAAAAAAAAAAAAQRAAAAEACCQAA_m3fgAcAAgAAAAAAAAAAAQAAAAAAAQCAAUkaAAAAAAAAAGHAAgAAAITCAAAgACAIgAAAAAAAABAgAQIACBgAAgAAEAAAAAAAAAAAAAEAggACASAAKAABAQAAAuAAAAAAAAAAAAAIAAAAAAAAAAEEABAQgBBAAAAAAAAgAAAUIAAAAEAOAAAAAAAAAiIAAAAAADCCDABAogAAIgAEBADAAAAglAEAABQESOAHAEAAAAAAAAAAnAAAAEAIBAAAABAAX0QYAQBAAAAAAADkAPB4AIcICgAAAAAAAAAAAAAAAAAAAAAAAAABWADjQPIDAiAAAAAAAAAAAAAAAAAAAAAAAAAAAABAiqAJAAAAAADAlgCA/d=0/dg=0/br=1/ujg=1/rs=ACT90oG-Jzcm7wsfM4cseHHwHSOWUOcFvg/cb=loaded_h_0/m=syhg,vRlMvf,sy1qm,sy1qn,OoK5v,sy1qg,sy1qf,sy1pk,sy1pj,sy1pl,sy1pm,sy1pi,sy1qe,i8S0p-523",97,166,93,453,533,757,58,758,28.866%,.79269,2.33,0.93
"/gen_204?atyp=csi&bb=1&ei=_WrWaemHN4mgnesP7L7j4Q4&s=web&t=all&imn=8&dtc=505&stc=130&ima=1&imad=0&imac=0&wh=648&wih=648&dch=648&nt=back_forward&ts=0&nhp=http/1.1&ant=traverse&thdba=0&thdaa=0&ime=0&imeh=1&imeha=0&imehb=0&imea=0&imeb=0&imel=0&imed=0&imeeb=0&imexb=0&scp=0&fld=1166&cb=299856&ucb=299856&lts=0&adh=&nv=ne.1,feid.94d91c26-e48f-4e2e-a389-6ee9b620c7fc&hp=&p=bs.false&rt=hst.56,sct.79,frts.81,prt.135,frvt.161,afti.161,afts.81,aft.161,dcl.177,xjspls.247,xjsls.247,xjses.391,xjsee.506,xjs.506,fcp.165,lcp.165,wsrt.1,cst.0,dnst.0,rqst.0,rspt.0,sslt.0,rqstt.1,unt.1,cstt.1,dit.176&zx=1775659953625&opi=89978449-524",97,190,155,426,464,521,95,732,60.825%,.79218,0.83,0.85
"/gen_204?atyp=i&bb=1&ei=_WrWaemHN4mgnesP7L7j4Q4&ct=slh&v=t1&im=M&m=VH&aqid=_mrWadSuAZPUjMwPjfejiQo&pv=0.7948651254770882&me=1:1775659953194,V,0,0,1280,648:0,B,2121:0,N,1,_WrWaemHN4mgnesP7L7j4Q4:0,R,1,9,90,36,92,34:0,R,1,CBsQAA,0,84,1280,54:0,R,1,CBsQAQ,90,90,861,48:0,R,1,CBsQAg,94,90,606,48:0,R,1,CBsQAw,78,90,72,48:0,R,1,CBwQAA,150,90,86,48:0,R,1,CBwQAQ,150,90,86,48:0,R,1,CCEQAA,235,90,46,48:0,R,1,CCEQAQ,235,90,46,48:0,R,1,CCAQAA,281,90,62,48:0,R,1,CCAQAQ,281,90,62,48:0,R,1,CB4QAA,343,90,63,48:0,R,1,CB4QAQ,343,90,63,48:0,R,1,CB8QAA,406,90,95,48:0,R,1,CB8QAQ,406,90,95,48:0,R,1,CB0QAA,500,90,54,48:0,R,1,CB0QAQ,500,90,54,48:0,R,1,CAsQBg,90,168,652,1413:0,R,1,CAwQAA,90,168,652,525:0,R,1,CA8QAA,90,168,652,118:563,x:169,h,1,CA8QAA,i:1,h,1,CAwQAA,i:0,h,1,CAsQBg,i:14,h,1,CA8QAA,o:33,h,1,CAwQAA,o:1,h,1,CAsQBg,o:4663,e,B&zx=1775659958641&opi=89978449-525",97,192,154,243,460,724,94,1033,59.794%,.79254,0.83,1.04
/gen_204?atyp=i&bb=1&ei=_WrWaemHN4mgnesP7L7j4Q4&pcon=0&dt19=3&prm23=0&zx=1775659961061&opi=89978449-526,97,169,152,216,424,447,93,464,54.639%,.79076,0.83,0.45
/ccm/collect?frm=0&ae=g&en=page_view&dr=www.google.com&dl=https%3A%2F%2Fwww.applegadgetsbd.com%2F&scrsrc=www.applegadgetsbd.com&lps=1&rnd=1998835976.1775659789&dt=Smartphones%2C%20Gadgets%20%26%20Premium%20Accessories%20%7C%20Apple%20Gadgets&auid=1684116898.1775659789&navt=n&npa=0&did=dY2E1Nz&gdid=dY2E1Nz.dNzQzZD&_tu=CA&gtm=45892e6461v892783814z89245622653za20kzb9245622653zd9245622653xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938465~115938468~116991817~117884344~118131809&apve=1&apvf=f&gap.gtb=3&gap.gtbd=21&apvc=0&tids=AW-677475025&tid=AW-677475025&tft=1775659952502&tfd=175735-527,97,174,114,397,412,687,92,704,24.742%,.78881,0.44,0.87
